QUEST_20150317_000795	Feigling
QUEST_20180418_009409	 This person was from a follower of Jurate. Although it seemed as though neither side had a person they wanted to recommend to speak, a third person requested.{nl}	 그 말에 해당하는 강자는 유라테 우선파벌에 있었다. 양대 파벌이 각자 그들이 내심 작정한 사람을 내세우자 더는 발언자나 추천자가 없을 것 같았지만, 또 다른 사람이 발언권을 요청했다.{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009410	 [In all our years, we have yet to face a situation where two of our leaders have died and we have not selected another to lead. In this unprecedented moment, I would like to recommend that we consider another approach, different from history, when selecting the next head of the Order.]{nl}	 [우리 질럿 교단 수 세기의 역사에서 후임자가 정해지지 않은 상태에서 전임자가 사망한 일이 연달아 두 번이나 일어났습니다. 이 전대미문의 사태를 맞이해서 우리 역시 과거와는 다른 방식으로 우리 교단의 수좌를 선출하는 문제를 고려하자고 저는 감히 제안하는 바입니다.]{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009411	 Here the question of what may that be was raised.{nl}Already prepared, the speaker calmly answered.{nl}[Our Order has set our sights on the task of finding the missing goddesses, but we have yet to succeed. I believe this to be because our Order is too independent and is, without proper reason, filled with pride.]{nl}	 여기저기서 그것이 뭐냐는 질문이 터졌다.{nl}발언자는 침착하게 준비한 다음 말을 이었다.{nl}[우리 교단은 수 세기 동안 잃어버린 여신을 찾는 과업을 해왔으나 성공하지 못했습니다. 저는 이것이 어쩌면 우리 교단이 너무 독자적이고 터무니 없이 높은 자부심을 지닌 탓이 아닐까 하는 마음이 듭니다.]{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009412	 The assembly erupted with cries about other clerics being complacent with the current situation and lazy in comparison.{nl}But after Inquisitor Phrevy quieted them down, the speaker continued.{nl}	 사방에서 그건 다른 성직자들과 교단들이 현실에 만족해서 아무런 행동도 하지 않는 깨닫지 못하거나 게으른 자들이기 때문이라는 내용으로 요약될 수 있는 종류의 주장과 고함들이 쏟아져 나왔다.{nl}인퀴지터 프레비가 장내를 조용하게 정리하자 발언자의 말이 다시 이어졌다.{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009413	 [What you are saying is not wrong. However, receiving even the smallest bit of help from them and the goddesses that they follow would not be bad.] With that said, the speaker continued with a counterargument.{nl}	 [여러 교단 형제분들의 말씀이 틀리지 않습니다. 그러나 그들의 도움 혹은 적어도 그들이 따르는 다른 여신의 도움을 받을 수 있다면 받는 것도 나쁘지 않다고 봅니다.]{nl}발언자는 이번에는 그 말에 뒤따를 반론을 스스로 먼저 이야기하기 시작했다.{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009414	 [In truth, we have not received an answer from the other goddesses about the whereabouts of Goddess Laima. There are various reasons for this but one, in particular, is that we as humans do not know the whole story. However, we should still be proud of ourselves for the handwork it takes to ask such questions.{nl}	 [솔직히 다른 여신들께서는 라이마의 행방에 대한 질문에 답변하지 않으셨습니다. 여신들께서 인간의 여러 질문에 답변하지 않으시는 이유는 여러 가지가 있고, 그 가운데는 우리가 모르는 사연도 있으니 그런 질문에 대한 대답을 얻지 못해도 우리가 그간 노력해온 일 자체가 대견한 일입니다.{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009415	 The other clerics have accepted the work of the goddesses, but it is all of us who feel hurt at their absence. This is why I think it would be acceptable for us to put our faith in the Oracle Master at this time. Is it not possible that in this time of crisis the goddess will show us the way?]{nl}	 다른 성직자들이 그들을 돌보시는 여신에 품에서 만족할 때 여신의 부재를 누구보다 크게 마음 아파하고 애써온 것이 바로 우리들입니다. 그러니 이번 한 번 정도는 오라클 마스터의 신탁에 기대보는 일도 괜찮다고 생각합니다. 아마 어쩌면 여신께서도 위기에 처한 우리 교단에 길을 보여주실 수도 있지 않습니까?]{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009416	 An other Zealot addressed the question.{nl}[The goddess knows what is best for us but She will not intervene with our choices. If this was not the case, the goddess would make it known to us who amongst the royals would be the best King.{nl}	 질럿 가운데 누군가가 반론하였다.{nl}[여신께서 인간의 일에 무엇이 최선인지 알고 계시다고 하여 인간의 선택에 개입하시지는 않소. 그렇다면 여신께서는 국왕께서 승하하실 때마다 누가 왕족 중에서 가장 명군의 자질이 있는지 알려주셨을 것이오.{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009417	 Or better yet, we wouldn't even need a royal family. Finding who amongst us should be king would be a simple task. Just have the goddess provide us with the proper ruler. At this point, why not have the goddess simply sit on the throne Herself and rule?{nl}	 아니 굳이 왕족일 필요도 없었소. 모든 인류 가운데 가장 뛰어난 왕의 자질을 지닌 자를 알려주셨으면 간단한 일이지. 아니지 아니야. 그냥 여신께서 왕재를 키워서 우리에게 보내주셨으면 될 일이오. 심지어 차라리 아무 여신께서나 그냥 직접 왕좌에 앉아 우리를 다스리는 일은 어떻소?{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009418	 Then we will not even have to worry about the monarch. You have studied our theology. Are you saying that you are unaware of the flaws in this thinking?]{nl}	 그러면 차기 국왕을 고민할 필요도 없지. 그대는 질럿이자 신학을 공부한 사람으로서 어찌 그런 일이 올바르지 않다는 사실을 모르고 있다는 말이오?]{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009419	 [That is correct, however, 200 years ago King Enael was nominated through the Oracle. The king before, King Olukel was the first to step down from the throne due to intervention by the goddess. There are times when these means are necessary.{nl}	 [맞습니다. 그럼에도 불구하고 약 200년전 이넬 1세께서는 신탁으로 지명된 최초의 국왕이셨습니다. 그 전 국왕이었던 올루켈 국왕이 최초로 여신의 개입에 의해 퇴위된 뒤 일어난 일이었습니다. 이처럼 예외적인 상황과 필요한 경우가 있는 법입니다.{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009420	 The goddesses from our faith and theology take deep consideration for human will, but this does not mean They will stop it. Let us ask. Let us seek out the Oracle. If we do not receive an answer, we will simply return here.{nl}	 우리의 신학과 우리의 신앙의 대상이신 여신들께서 인간의 의지를 중시하시지만 그것 때문에 꽉 막힌 분들도 아닙니다. 그러니 물어봅시다. 신탁에 의지합시다. 답을 아니 주시면 다시 지금의 상황으로 돌아오는 것뿐.{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009421	 It will take time, but nothing else. If the divine goddess breaks from tradition and intervenes, I doubt that anyone here of the Zealot Order will object to Her decision.]{nl}	 약간의 시간 말고는 아무 것도 손해 보는 일이 없습니다. 혹시라도 여신께서 통례를 깨고 신성한 개입을 실행하신다면 행여 거기에 반대하는 교우가 우리 질럿 교단에 있으리라고는 생각하지 않습니다.]{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009422	 Inquisitor Phrevy, whose role was to judge the decisions of the assembly, examined those before him.{nl}It seemed no one disagreed. Either they all concurred or there were only a few who didn't.{nl}It was at this time that another person requested the floor.{nl}	 인퀴지터 즉 이단심판관의 역할이 본분인 프레비가 장내를 죽 훑었다.{nl}아무도 반대하는 사람이 없었다. 모두가 찬성하거나 최소한 반대하는 사람은 없는 분위기였다.{nl}그 때 누군가 발언권을 요청했다.{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009423	 It was a young woman who had just come of age.{nl}Aliza Tal, whose mother was the Zealot Master who passed away, and whose father was the Master who passed away the time before, spoke.{nl}	 정식 질럿이 된 지 심지어 성인 연령에 도달한 지도 얼마 되지 않은 여자가 그 요청자였다.{nl}엘리자 탈, 이번에 죽은 질럿 마스터를 모친으로, 그 전에 죽은 질럿 마스터를 부친으로 둔 그녀가 발언권을 얻어 말했다.{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009424	 [I agree that we should speak with the Oracle. But I have one request. I would like us to ask the Oracle, not who should be the next master, but if I, Aliza Tal, would be fit for the role.{nl}	 [신탁을 받자는 의견에 찬성합니다. 다만 저는 한 가지를 요청하고자 합니다. 저는 그 신탁을 요청하는 질문의 대상을 광범위한 누구가 아니라 저 엘리자 탈이 다음 질럿 마스터로 적합한지를 물어보자고 요청합니다.{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009425	 My brothers and sisters, you have suggested we select one who has years of experience and is well disciplined in our teachings. Although I do not have such qualifications I would like to know.{nl}	 앞서서 다른 교우분들이 추천하신 경험과 연륜 혹은 깊은 수련과 강인함에는 못 미치는 어린 여자일지 모르나 그럼에도 돌아가신 부모님이자 이 교단의 마스터들이셨던 제 부모님이 꿈꾸던 교단의 화평이라는{nl}				질럿 마스터 이야기 1권
QUEST_20180418_009426	 If it is I who is meant to continue my parent's, the previous Master's, dream of unity within the order and recovery of the goddesses.{nl}	 내부의 목표와 여신의 회복이라는 교단의 진정한 목적을 동시에 이룰 사람이 되고자 하는 제 장대한 조망이 과연 실현될 것인지 묻고자 합니다.{nl}				질럿 마스터 이야기 1권
