SKILL_20150317_000001	Angriff
SKILL_20170313_007495	* Erhöht die kritische Trefferchance von [Moulinet] um 12 % pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 11.
SKILL_20170313_007496	* Die Dauer von "Taumeln" bei Gegnern, die mit [Parierstange] geblockt werden, wird um 1 Sekunde pro Attributsstufe verlängert.{nl}* Erhöht den SP-Verbrauch um 5.
SKILL_20170313_007497	* Fügt zusätzlichen Schaden in Höhe von 50 % des physischen Angriffs zu, wenn Gegner mit [Cartar-Streich] zurückgestoßen werden.{nl}* Erhöht den SP-Verbrauch um 7.
SKILL_20170313_007498	* Gegner können nicht springen, wenn sie mit [Schädelschwinger] angegriffen werden.
SKILL_20170313_007499	* [Cartar-Streich] stößt keine Gegner mehr zurück.{nl}* Nur zutreffend, wenn das Attribut auf "EIN" gestellt ist.{nl}* Erhöht den SP-Verbrauch um 8.
SKILL_20170313_007500	* Erhöht den durch [Schnuppenschlag] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007501	* Erhöht den durch [Kreuzhieb] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007502	* Erhöht den Schaden, den [Vertikalhieb] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007503	* Der Rückschlageffekt von [Schädelschwinger] wird entfernt, sodass Gegner nicht mehr weggestoßen werden.{nl}* Nur zutreffend, wenn das Attribut auf "EIN" gestellt ist.{nl}* Erhöht den SP-Verbrauch um 6.
SKILL_20170313_007504	* Verringert die Aufladedauer von [Cartar-Streich] um die Hälfte.{nl}* Erhöht die Abklingzeit um 2 Sekunden.
SKILL_20170313_007505	* Erhöht den Schaden, den [Stochern] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007506	* Hebt den Schaden von [Stochern] auf das Niveau eines Hopliten des 2. Kreises an.
SKILL_20170313_007507	* Hebt den Schaden von [Stochern] auf das Niveau eines Hopliten des 3. Kreises an.
SKILL_20170313_007508	* Erhöht den Schaden, den [Synchro-Stoßen] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007509	* Hebt den Schaden von [Synchro-Stoßen]auf das Niveau eines Hopliten des 2. Kreises an.
SKILL_20170313_007510	* Hebt den Schaden von [Synchro-Stoßen]auf das Niveau eines Hopliten des 3. Kreises an.
SKILL_20170313_007511	* Erhöht den Schaden, den [Stoß] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007512	* Hebt den Schaden von [Stoß]auf das Niveau eines Hopliten des 2. Kreises an.
SKILL_20170313_007513	* Hebt den Schaden von [Stoß]auf das Niveau eines Hopliten des 3. Kreises an.
SKILL_20170313_007514	* Erhöht den Schaden, den [Langer Schritt] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007515	* Hebt den Schaden von [Langer Schritt]auf das Niveau eines Hopliten des 3. Kreises an.
SKILL_20170313_007516	* Erhöht den Schaden, den [Speerwurf] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007517	* Erhöht Ausweichen und magische Abwehr um 5 % pro Attributsstufe, wenn du [Stochern] einsetzt.{nl}* Erhöht den SP-Verbrauch um 5.
SKILL_20170313_007518	* Monsteranführern werden mit [Stoß] 4 aufeinanderfolgende Treffer zugefügt.{nl}* Erhöht den SP-Verbrauch um 10.
SKILL_20170313_007519	* Bei Gegnern, die von [Stoß] getroffen werden, besteht eine Chance von 2 % pro Attributsstufe, dass sie für 6 Sekunden mit [Bluten] belegt werden.{nl}* Der Schaden durch "Bluten" ist proportional zum physischen Angriff des Charakters.{nl}* Erhöht den SP-Verbrauch um 5.{nl}* Erhöht die Abklingzeit um 3 Sekunden.
SKILL_20170313_007520	* Fügt dem physischen Schaden 10 % deiner INT hinzu, während [Finestra] aktiv ist.{nl}* Erhöht den SP-Verbrauch um 5.
SKILL_20170313_007521	* Verringert den Schlagschaden, den [Synchro-Stoßen] anrichtet, um 10 % pro Attributsstufe.{nl}* Erhöht den Stoßschaden um 10 % pro Attributsstufe.
SKILL_20170313_007522	* Erhöht den Flächenangriffsmodifikator um 3, reduziert aber die Ausweichchance um das 2-fache des aktuellen Wertes, wenn [Finestra] aktiv ist.{nl}* Erhöht den SP-Verbrauch um 3.{nl}* Verkürzt die Abklingzeit von [Finestra] um 3 Sekunden.
SKILL_20170313_007523	* Verkürzt die Abklingzeit von [Langer Schritt] um 10 Sekunden.
SKILL_20170313_007524	* Bei Gegnern, die von [Speerwurf] getroffen werden, besteht eine Chance, dass sie für 7 Sekunden unter [Fesselung] leiden.{nl}* Pro Attributsstufe steigt die Chance um 15 %.{nl}* Erhöht den SP-Verbrauch um 8.
SKILL_20170313_007525	* Erhöht den Schaden, den [Speersprung] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007526	* Der Fertigkeitsschaden wird beim Kampf gegen einen mittelgroßen Gegner um 4 % pro Attributsstufe erhöht, wenn du mit einem [Einhändigen Speer] ausgerüstet bist.
SKILL_20170313_007527	* Erhöht den Schaden, den [Ausweiden] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007528	* Hebt den Schaden von [Ausweiden] auf das Niveau eines Barbaren des 2. Kreises an.
SKILL_20170313_007529	* Hebt den Schaden von [Ausweiden] auf das Niveau eines Barbaren des 3. Kreises an.
SKILL_20170313_007530	* Steigert den Erhöhungseffekt des physischen Angriffs von [Raserei] pro Attributsstufe.
SKILL_20170313_007531	* Steigert den Erhöhungseffekt des physischen Angriffs von [Kriegsruf] um 3 pro Attributsstufe.{nl}* Dieses Attribut ist erst aktiv, sobald die Abwehr des Gegners verringert wurde.
SKILL_20170313_007532	* Erhöht den Schaden, den [Stampftritt] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007533	* Hebt den Schaden von [Stampftritt] auf das Niveau eines Barbaren des 3. Kreises an.
SKILL_20170313_007534	* Erhöht die Anzahl der Gegner, die [Kriegsruf] beeinflussen kann, um 1 pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 20.{nl}* Erhöht die Abklingzeit um 10 Sekunden.
SKILL_20170313_007535	* Erhöht die Dauer von [Kriegsruf] um 2 Sekunden pro Attributsstufe.{nl}* Erhöht die Abklingzeit um 10 Sekunden.
SKILL_20170313_007536	* Erhöht die kritische Trefferchance von [Wildheit] um 5 % pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 5.
SKILL_20170313_007537	* Fügt Hiebangriffen für [Wildheit] einen Dauerangriffsbonus hinzu.{nl}* Erhöht den SP-Verbrauch um 10.
SKILL_20170313_007538	* Die Stapel, die man durch [Raserei] erhalten hat, gehen beim Wechseln des Ziels nicht verloren, aber die maximale Stapelzahl wird um die Hälfte reduziert.{nl}* Erhöht den SP-Verbrauch um 10.
SKILL_20170313_007539	* Fügt einen kritischen Angriff hinzu, der proportional zum physischen Angriff ist, während [Aggressor] aktiv ist.{nl}* Wird um 5 % pro Attributsstufe erhöht.{nl}* Erhöht die Abklingzeit um 5 Sekunden.
SKILL_20170313_007540	* Erhöht den Schaden, den [Riesensatz] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007541	* Erhöht den Schaden, den [Helmhacker] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007542	* Erhöht den Schaden, den [Erschütterung] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007543	* Erhöht den Schaden, den [Spalten] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007544	* Bei Gegnern, die von [Riesensatz] getroffen werden, besteht eine Chance von 8 % pro Attributsstufe, dass sie niedergeschlagen werden.{nl}* Erhöht den SP-Verbrauch um 5.{nl}* Erhöht die Abklingzeit um 5 Sekunden.
SKILL_20170313_007545	Aktiviert beim Sprinten die Verstärkung "Wilde Natur" für Barbarenfertigkeiten.{nl}* Verstärkung "Wilde Natur": Erhöht den Fertigkeitsschaden von Barbaren um{nl}6 % pro Stapel{nl}Fügt jeder Fertigkeit zusätzliche Effekte hinzu.{nl}* Ausweiden: Fügt für 2 Sekunden pro Stapel die Schwächung [Betäubung] hinzu{nl}(Im PvP auf 1/4 Dauer reduziert){nl}* Stampftritt: Erhöht die Reichweite um 2 pro Stapel.{nl}* Spalten: Erhöht die kritische Trefferchance von [Spalten] um 10 pro{nl}Stapel{nl}* Helmhacker: Erhöht die Chance, [Betäubung] zuzufügen,{nl}um 7 % pro Stapel.{nl}* Erschütterung: Verfügt man über 5 Stapel, erhöht sich die Anzahl der Treffer von 3 auf 5.{nl}* Riesenschwinger: Erhöht den Schadensgewinn pro Stapel für {nl}[Riesenschwinger], den Wilde Natur gewährt, um das 2-fache.{nl}* Riesensatz: Erhöht die Chance, bei Gegnern, die unter{nl}[Betäubung] leiden, zusätzlichen Schaden anzurichten, um 6 %.
SKILL_20170313_007546	Wilde Natur: Dauer
SKILL_20170313_007547	* Erhöht die Dauer der Verstärkung "Wilde Natur" um 5 Sekunden.
SKILL_20170313_007548	Kriegsruf: Schwächungsdauer
SKILL_20170313_007549	* Erhöht die Dauer aller Barbarenschwächungen um 1 Sekunde pro Attributsstufe, wenn die Schwächung [Kriegsruf] aktiv ist.{nl}* Im PvP wird die Erhöhung der Dauer auf 1/3 reduziert.{nl}* Erhöht den SP-Verbrauch um 10.
SKILL_20170313_007550	* Erhöht den Schaden, den [Schildangriff] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007551	* Hebt den Schaden von [Schildangriff] auf das Niveau eines Rodeleros des 2. Kreises an.
SKILL_20170313_007552	* Hebt den Schaden von [Schildangriff] auf das Niveau eines Rodeleros des 3. Kreises an.
SKILL_20170313_007553	* Erhöht den Schaden, den [Montano] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007554	* Hebt den Schaden von [Montano] auf das Niveau eines Rodeleros des 2. Kreises an.
SKILL_20170313_007555	* Hebt den Schaden von [Montano] auf das Niveau eines Rodeleros des 3. Kreises an.
SKILL_20170313_007556	* Erhöht den Schaden, den [Schildschmetterer] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007557	* Hebt den Schaden von [Schildschmetterer] auf das Niveau eines Rodeleros des 2. Kreises an.
SKILL_20170313_007558	* Hebt den Schaden von [Schildschmetterer] auf das Niveau eines Rodeleros des 3. Kreises an.
SKILL_20170313_007559	* Erhöht den Schaden, den [Schildstoß] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007560	* Hebt den Schaden von [Schildstoß] auf das Niveau eines Rodeleros des 2. Kreises an.
SKILL_20170313_007561	* Hebt den Schaden von [Schildstoß] auf das Niveau eines Rodeleros des 3. Kreises an.
SKILL_20170313_007562	* Verursacht mit [Schildschmetterer] 20 % zusätzlichen Schaden pro Attributsstufe bei eingefrorenen und versteinerten Gegnern.{nl}* Erhöht den SP-Verbrauch um 5.
SKILL_20170313_007563	* Bewirkt beim Ziel für 10 Sekunden [Verlangsamung] und erhöht die Dauer von [Verlangsamung] um 3/2/1 Sekunden pro Attributsstufe bei kleinen/mittleren/großen Monstern mit [Montano].{nl}* Erhöht den SP-Verbrauch um 12.
SKILL_20170313_007564	* Belegt entsprechend der Attributsstufe weitere Gegner mit [Verbrennen], wenn man einen Gegner, der unter [Verbrennen] leidet, mit [Schildschmetterer] bezwingt.{nl}* Erhöht den SP-Verbrauch um 5.
SKILL_20170313_007565	* Erhöht den Schaden, den [Sternschnuppe] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007566	* Erhöht den Schaden, den [Schlängeln] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007567	* Erhöht die Dauer des Statuseffekts "Ungleichgewicht", der von [Schildstoß] verursacht wird, um 1 Sekunde pro Attributsstufe.{nl}* Erhöht die Abklingzeit um 5 Sekunden.
SKILL_20170313_007568	* Erhöht den Schaden, den [Schildschieben] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007569	* Erhöht den Schaden, den [Schildhieb] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007570	* Erhöht den Schaden, den [Hochtritt] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007571	* Gegner, die durch [Schlängeln] getroffen wurden, werden 10 Sekunden lang verwundbar für [Schlagangriffe].{nl}Erhöht den zusätzlichen Schaden um 20 % pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 9.
SKILL_20170313_007572	* Der Rückschlageffekt von [Schildschmetterer] wird entfernt.{nl}* Nur zutreffend, wenn das Attribut auf "EIN" gestellt ist.{nl}* Erhöht den SP-Verbrauch um 4.
SKILL_20170313_007573	* Erhöht den Schaden, den [Pfählen] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007574	* Hebt den Schaden von [Pfählen] auf das Niveau eines Kataphrakten des 2. Kreises an.
SKILL_20170313_007575	* Hebt den Schaden von [Pfählen] auf das Niveau eines Kataphrakten des 3. Kreises an.
SKILL_20170313_007576	* Erhöht den Schaden, den [Erdwelle] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007577	* Hebt den Schaden von [Erdwelle] auf das Niveau eines Kataphrakten des 2. Kreises an.
SKILL_20170313_007578	* Hebt den Schaden von [Erdwelle] auf das Niveau eines Kataphrakten des 3. Kreises an.
SKILL_20170313_007579	* Erhöht den Schaden, den [Rossangriff] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007580	* Hebt den Schaden von [Rossangriff] auf das Niveau eines Kataphrakten des 2. Kreises an.
SKILL_20170313_007581	* Hebt den Schaden von [Rossangriff] auf das Niveau eines Kataphrakten des 3. Kreises an.
SKILL_20170313_007582	* Erhöht den Schaden, den [Untergangsstachel] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007583	* Hebt den Schaden von [Untergangsstachel] auf das Niveau eines Kataphrakten des 3. Kreises an.
SKILL_20170313_007584	* Erhöht den Schaden, den [Stürmen] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007585	* Bei Gegnern, die mit [Stürmen] angegriffen werden, besteht eine Chance von 1 % pro Attributsstufe, dass sie für 2 Sekunden mit [Betäubung] belegt werden.{nl}* Erhöht die Abklingzeit um 18 Sekunden.
SKILL_20170313_007586	* Ändert den Typ von [Erdwelle] zu "Erde".{nl}* Erhöht den SP-Verbrauch um 5.
SKILL_20170313_007587	* Ermöglicht es [Rossangriff], Gegnern, die unter [Verlangsamung] leiden, kritischen Schaden zuzufügen.{nl}* Erhöht die Abklingzeit um 6 Sekunden.
SKILL_20170313_007588	* [Erdwelle] schlägt keine Gegner mehr nieder.{nl}* Nur zutreffend, wenn das Attribut auf "EIN" gestellt ist.
SKILL_20170313_007589	* [Erdwelle] schlägt keine Gegner mehr nieder.{nl}* Nur zutreffend, wenn das Attribut auf "EIN" gestellt ist.{nl}* Erhöht den SP-Verbrauch um 10.
SKILL_20170313_007590	* [Untergangsstachel] schlägt keine Gegner mehr nieder.{nl}* Nur zutreffend, wenn das Attribut auf "EIN" gestellt ist.{nl}* Erhöht den SP-Verbrauch um 10.
SKILL_20170313_007591	* Durchdringt pro Attributsstufe 10 % der gegnerischen Blockchance, wenn du mit einem [Zweihandspeer] ausgerüstet bist.
SKILL_20170313_007592	* Bewirkt für 4 Sekunden [Verlangsamung], nachdem [Festnehmen] endet.{nl}* Erhöht die Dauer von [Verlangsamung] ab St. 2 um 0,4 Sekunden pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 6.
SKILL_20170313_007593	* Erhöht den Zähler von [Waffenwartung] um 20 pro Attributsstufe.
SKILL_20170313_007594	* Erhöht den Zähler von [Rüstungswartung] um 5 pro Attributsstufe.
SKILL_20170313_007595	* Erhöht die Effektdauer des Salats vom [Erfrischungstisch] um 1 Minute pro Attributsstufe.
SKILL_20170313_007596	* Erhöht die Effektdauer der Stulle vom [Erfrischungstisch] um 1 Minute pro Attributsstufe.
SKILL_20170313_007597	* Erhöht die Effektdauer der Suppe vom [Erfrischungstisch] um 1 Minute pro Attributsstufe.
SKILL_20170313_007598	* Erhöht die Effektdauer des Joghurts vom [Erfrischungstisch] um 1 Minute pro Attributsstufe.
SKILL_20170313_007599	* Verringert die physische Abwehr bei Gegnern, die von [Festnehmen] betroffen sind, um 10 % pro Attributsstufe.{nl}* Erhöht die Abklingzeit um 4 Sekunden.
SKILL_20170313_007600	* Beim Reparieren von Ausrüstung mit [Reparatur] besteht eine Chance von 5 % pro Attributsstufe, das Doppelte des ursprünglichen Wertes wiederherzustellen.
SKILL_20170313_007601	* Erhöht den Schaden, den [Tödliche Kombo] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007602	* Erhöht den Schaden, den [Kielholen] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007603	* Angriffe mit [Kielholen] verursachen beim Gegner für 5 Sekunden [Bluten].{nl}* Erhöht die Dauer von [Bluten] um 1 Sekunde pro Attributsstufe.{nl}* Der Schaden durch "Bluten" ist proportional zur STÄ des Charakters.{nl}* Erhöht den SP-Verbrauch um 18.
SKILL_20170313_007604	* Mit [Eisenhaken] schleuderst du nacheinander bis zu 3 Gegner in die Luft.{nl}* [Kielholen] kannst du nicht nutzen, während du mehrere Gegner fängst.{nl}* Kann während [Wache] nicht auf ein- oder ausgeschaltet werden.
SKILL_20170313_007605	* Erhöht die Dauer von [Plündern] um 1 Sekunde pro Attributsstufe.
SKILL_20170313_007606	* Erhöht den Schaden, den [Staubhose] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007607	* Erhöht den Schaden, den [Hexenmetzler] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007608	* Es besteht eine gewisse Chance, dass der Angriff des Gegners negiert wird, wenn [Totenkopfflagge] aktiv ist.{nl}* Bewirkt eine Chance von 0,5 % pro Attributsstufe und erhöht die Chance abhängig von der Anzahl der Piraten.{nl}* Gilt nicht, wenn außer dir niemand ein Mitglied der Piraten ist.{nl}* Erhöht den SP-Verbrauch um 15.
SKILL_20170313_007609	* Erhöht die Bewegungsgeschwindigkeit 7 Sekunden lang um 4 pro Attributsstufe, wenn du eine Schatztruhe öffnest.
SKILL_20170313_007610	* Erhöht den Schaden, den [Pistolenschuss] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007611	Pistolenschuss: Querschläger
SKILL_20170313_007612	* Verursacht bei Angriffen mit [Pistolenschuss] einen Querschlägereffekt, sodass Gegnern in der Nähe pro Attributsstufe 10 % mehr physischer Schaden durch Zweitwaffen zugefügt wird.
SKILL_20170313_007613	* Es besteht die Chance, Gegnern Gegenstände zu stehlen, wenn man sie angreift.{nl}* Wird nur aktiviert, wenn der Gruppenanführer ein Korsar ist.
SKILL_20170313_007614	Verursacht [Verlangsamung] wenn der Angriff eines Gegners in der [Phalanx]-Formation geblockt wird. Erhöht die Dauer von [Verlangsamung] um 4 Sekunden pro Attributsstufe.
SKILL_20170313_007615	Verringert die HP-Wiederherstellungsdauer eines Mitglieds um 2 Sekunden pro Attributsstufe, wenn die [Schiltronformation] eingenommen wurde.{nl}Erhöht die Abklingzeit um 15 Sekunden.
SKILL_20170313_007616	* Erhöht den Schaden, den [Zyklon] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007617	* Erhöht den Schaden, den [Mordschlag] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007618	* Erhöht den Schaden, den [Bestrafen] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007619	* Ermöglicht es, sich während der Verwendung von [Zyklon] zu bewegen.{nl}* Erhöht die Abklingzeit um 10 Sekunden.
SKILL_20170313_007620	* Verringert den Faktor, mit dem der erlittene Schaden multipliziert wird, von x3 auf x2, während [Doppelter Sold] aktiv ist.{nl}* Erhöht den SP-Verbrauch um 15.
SKILL_20170313_007621	* Greift man Gegner des Rüstungstyps "Stoff" mit [Mordschlag] an, sind Treffer garantiert kritisch.{nl}* Erhöht den SP-Verbrauch um 8.
SKILL_20170313_007622	* Nutzt man [Schmerzbarriere], wird die Bewegungsgeschwindigkeit um 5 % erhöht, das Ausweichen jedoch um 10 % pro Attributsstufe verringert.{nl}* Erhöht den SP-Verbrauch um 4.{nl}* Erhöht die Abklingzeit um 5 Sekunden.
SKILL_20170313_007623	* Erhöht den Schaden, den [Zornschlag] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007624	* Erhöht den Schaden, den [Redel] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007625	* Erhöht den Schaden, den [Tsuken] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007626	* Erhöht die Chance, Schadenseffekte abzublocken, um 15 % pro Attributsstufe, während [Zyklon] aktiv ist.{nl}* Erhöht den SP-Verbrauch um 8.
SKILL_20170313_007627	* Erhöht den Schaden, den [Zwerchschlag] anrichtet, um 1 % pro Attributsstufe.
SKILL_20170313_007628	* Erhöht den Schaden, den [Sturzschlag] anrichtet, um 1 % pro Attributsstufe.
