QUEST_LV_0400_20161005_000001	Kedora Alliance Merchant Alta
QUEST_LV_0400_20180208_003084	To do this you must destroy the dimensional doors used to summon the demons.{nl}Then, you and Neringa will need to prepare a way to keep you safe from Giltine.{nl}
QUEST_LV_0400_20180208_003085	But first, destroy the doors.{nl}This incident is coming to an end just as the Goddess predicted.{nl}
QUEST_LV_0400_20180208_003086	And your role has become more important.{nl}Neringa will make the necessary preparations and, during this time, destroy as many dimensional doors as possible.
QUEST_LV_0400_20180208_003087	We have almost reached where Demon God Giltine is residing.{nl}Nearby is the revelation Goddess Laima prepared for Giltine.{nl}
QUEST_LV_0400_20180208_003088	Giltine has already burned her way through the library to reach that one revelation.{nl}And Goddess Laima has said that you also must be there.{nl}
QUEST_LV_0400_20180208_003089	Stay near Neringa. Neringa will keep you safe.{nl}But you must also keep Neringa safe from the demon minions.{nl}
QUEST_LV_0400_20180208_003090	Now let us follow Giltine.{nl}Now we only need to follow Giltine.{nl}Stay close. If you get too far away from Neringa, you will be struck by Giltine's power.
QUEST_LV_0400_20180208_003091	Goddess Laima spoke of a day where Giltine's black wings will be broken.{nl}But this is not that day.{nl}
QUEST_LV_0400_20180208_003092	From here forward, you will face Giltine alone.{nl}Neringa did not appear in the final scene of Goddess Laima's prediction.{nl}
QUEST_LV_0400_20180208_003093	Under the black wing's shadow is the future.{nl}suppress your fear and continue forward.
QUEST_LV_0400_20180208_003094	Fate, itself, will protect you.{nl}Go forth, Revelator.
QUEST_LV_0400_20180208_003095	You have successfully fulfilled Goddess Laima's prediction.Then, Neringa's role here is done.{nl}But the journey for you has not come to an end.
QUEST_LV_0400_20180208_003096	Now that this is over, Goddess Laima wished to guide you to Astral Tower.{nl}At the tower will be a revelation for you to find.{nl}
QUEST_LV_0400_20180208_003097	At Astral Tower there will be new hardships and revelations waiting for you.{nl}However, all of this follows from Goddess Laima. You will be safe.{nl}
QUEST_LV_0400_20180208_003098	Before leaving, report to Vaivora that the revelation was not retrieved.{nl}And that Neringa has also left.{nl}She will not ask you why.
QUEST_LV_0400_20180208_003099	I see.. this is how things turned out.{nl}I appreciate your courage and sacrifice.{nl}
QUEST_LV_0400_20180208_003100	This is the second time I have missed Giltine in my own library.{nl}It seems Laima and my sisters will berate me for this..{nl}
QUEST_LV_0400_20180208_003101	I knew that Neringa would leave eventually.{nl}She was always around but her presence was never imposing.{nl}
QUEST_LV_0400_20180208_003102	If we meet again, there is much I want to ask.{nl}But it will have to wait until the world is freed from Giltine's grasp.{nl}
QUEST_LV_0400_20180208_003103	This power was something given to me by Laima through Neringa.{nl}And it was Neringa who told me to pass this on to you, once everything was finished.{nl}
QUEST_LV_0400_20180208_003104	I pray this will be useful to you.
QUEST_LV_0400_20180305_003111	Chapter 2 : Legends of the Hidden Royal Mausoleum{nl}-{nl}The Great Woodlands have been used by the nobles and public alike{nl}as hunting grounds or refuge thanks to their lush vegetation.{nl}As such, it is an inevitability that people have experience.{nl}However, the funny thing is{nl}there is no account related to the royal family.{nl}According to some rumors,{nl}the reason for lack of accounts is because after Taniel II era.{nl}Many offerings were buried in the secret mausoleum.
QUEST_LV_0400_20180305_003112	To be frank, record of Taniel the Second's funeral{nl}are extremely sparse{nl}which lends extra credibility to these claims.{nl}That is because the other funerals{nl}had some sort of records{nl}no matter how small.{nl}However, even if these claims are true{nl}the Mausoleum will never see the light of day.
QUEST_LV_0400_20180305_003113	The location of the secret mausoleum remains hidden{nl}for it is almost impossible to avoid{nl}the gaze of  Goddess Medeina.{nl}That is why even if the rumors are true, it is likely that it will remain just a legend.
QUEST_LV_0400_20180320_003114	Goddess Medeina used the trees to sow a song that she could pass on to the priests.{nl}The priests would then break down the metaphorical lyrics to grasp the Goddess' true meaning. 
QUEST_LV_0400_20180320_003115	To change the detectors, the detector and its auxiliary systems must be shut down.{nl}Yet, there are numerous systems. If even one turns back on, the remaining ones will also turn on, making the task difficult.
QUEST_LV_0400_20180517_003116	Teliavelis
QUEST_LV_0400_20180517_003117	I see you got a few Spirit Fragments from that Velcoffer monster.{nl}Say, I could make you a fine piece of armor with those.
QUEST_LV_0400_20180517_003118	Here ya go.{nl}If you get any more Velcoffer Spirit Fragments, just come and talk to me.
QUEST_LV_0400_20180517_003119	I can fix you up with a new piece of Velcoffer gear any time you need.
QUEST_LV_0400_20180517_003120	Velcoffer-Rüstung (1)
QUEST_LV_0400_20180517_003121	Velcoffer-Rüstung (2)
QUEST_LV_0400_20180517_003122	Hier, nimm sie.
QUEST_LV_0400_20180517_003123	Ich werde sie erstmal behalten.
QUEST_LV_0400_20180517_003124	Velcoffer-Rüstung
QUEST_LV_0400_20180517_003125	Velcoffer besiegen
QUEST_LV_0400_20180517_003126	Besiege Velcoffer bei Velcoffers Nest.
QUEST_LV_0400_20180517_003127	Besiege %s bei Velcoffers Nest.
QUEST_LV_0400_20180517_003128	Mit Teliavelis sprechen
QUEST_LV_0400_20180517_003129	Du hast Velcoffer-Geistfragmente erhalten. Sprich mit dem Schmied Teliavelis. Er weiß vielleicht etwas damit anzufangen.
QUEST_LV_0400_20180827_003130	Owynia Dilben
QUEST_LV_0400_20180827_003131	What a surprise to find a visitor in Nicopolis.{nl}{nl}Why am I surprised, you say?
QUEST_LV_0400_20180827_003132	Yes! Nicopolis is a city of wizards, built by and for wizards.{nl}In its glory days, the city used to be the center for the study of magic.{nl}
QUEST_LV_0400_20180827_003133	But curiosity got the better of them and their studies resulted in the elimination of all life in Nicopolis.
QUEST_LV_0400_20180827_003134	Years after the incident, people returned to the city and life began anew, but the city was damaged once again during Medzio Diena.
QUEST_LV_0400_20180827_003135	It was also during Medzio Diena that the magical prowess of the city's residents brought out the evil magic forces that were sealed within the city.
QUEST_LV_0400_20180827_003136	Some left the city behind, but most stayed as they knew that other cities were already filled with refugees and there would be no room for them.{nl}
QUEST_LV_0400_20180827_003137	Owyn Dilben, a Court Mage who is a distant relative of mine, has asked me to try and suppress the evil magic in the city of Nicopolis.{nl}I have nothing but respect for that man, so I could not refuse his favor.
QUEST_LV_0400_20180827_003138	{nl}But I was not strong enough to suppress the evil magic on my own.{nl}{nl}I found people who would help me in my quest, but it seems I'm still short of manpower for the task.
QUEST_LV_0400_20180827_003139	You will help me?{nl}I am grateful.
QUEST_LV_0400_20180827_003140	Nicopolis is quarantined from the outside world with Barrier Stones around the city.{nl}I thought that the monsters here were more ferocious than in other areas because of this barrier.
QUEST_LV_0400_20180827_003141	I did some investigating and found some structures in Starry Town that were radiating with ominous energy.{nl}My guess is that this energy is agitating the monsters here.{nl}I want to suppress the energy radiating from the structures. 
QUEST_LV_0400_20180827_003142	Traveler. Could you use these Magic Block scrolls on the sculptures in Starry Town to nullify the evil energy they radiate?
QUEST_LV_0400_20180827_003143	I will entrust you to deal with the sculptures in the Magic Shop District, Starry Town Square, and Magija Lot.{nl}I will go use the scrolls in the remaining areas.
QUEST_LV_0400_20180827_003144	Let's meet back at Represijos Street when we're done.
QUEST_LV_0400_20180827_003145	Looks like the sculpture is protected by something. Investigate its surroundings.
QUEST_LV_0400_20180827_003146	The structure seems to be protected by a device nearby. Inject the device with a ball of electricity to overload it.
QUEST_LV_0400_20180827_003147	The structure is immune to magic but a strange device rose up from the ground.
QUEST_LV_0400_20180827_003148	Looks like you have to enter a password to unlock the device and remove the sculpture's barrier.
QUEST_LV_0400_20180827_003149	You need to investigate the Raktas Intersection.
QUEST_LV_0400_20180827_003150	Investigate the Raktas Intersection.
QUEST_LV_0400_20180827_003151	Auguste Dupin
QUEST_LV_0400_20180827_003152	Bace is at Keista Intersection.
QUEST_LV_0400_20180827_003153	Watch Guard Bace
QUEST_LV_0400_20180827_003154	I lost him at the Raktas Intersection.
QUEST_LV_0400_20180827_003155	This is a difficult task for me because I've never tracked down a possessed person during my career as a detective.
QUEST_LV_0400_20180827_003156	Since the incident here, all life has been eliminated in Nicopolis.{nl}But, still, I feel as if the spirits of those who died here still linger in the city.
QUEST_LV_0400_20180827_003157	Secretary
QUEST_LV_0400_20180827_003158	If you're thinking of moving to Nicopolis, I would have to try and stop you.{nl}You're not safe here, not even within these city limits.
QUEST_LV_0400_20180827_003159	A city of wizards sounds fascinating on paper, but, in reality, it isn't.{nl}All these objects moving about on their own make this place look haunted.
QUEST_LV_0400_20180827_003160	Watch Guard Bace
QUEST_LV_0400_20180827_003161	I am doing my best to get to the bottom of the bizarre occurrences in Feline Post Town, but it's not an easy task.
QUEST_LV_0400_20180827_003162	The people here are living in constant fear of these strange occurrences.
QUEST_LV_0400_20180827_003163	Town Beggar
QUEST_LV_0400_20180827_003164	What good is it trying? Everything I've worked hard for turns to dust when the tree goes haywire.
QUEST_LV_0400_20180827_003165	I just want to live my life in peace, but the world won't let me.
QUEST_LV_0400_20180827_003166	Kelly
QUEST_LV_0400_20180827_003167	The wizards here are trying their best to fix the problems that us ordinary people are facing, but we are still afraid nonetheless.
QUEST_LV_0400_20180827_003168	The city looks peaceful on the outside, but it isn't really.
QUEST_LV_0400_20180827_003169	The city has been plagued by evil magic forces since Medzio Diena.{nl}Even the monsters are lured to the city because of it.
QUEST_LV_0400_20180827_003170	The people of Nicopolis seem to have fallen under the influence of the evil magic.{nl}I've even seen some people collapse in the streets for no good reason.
QUEST_LV_0400_20180827_003171	The wizards are trying to come up with a solution, but their efforts haven't been all that fruitful.
QUEST_LV_0400_20180827_003172	The people of Nicopolis live in fear that monsters may invade the town.
QUEST_LV_0400_20180827_003173	Artist
QUEST_LV_0400_20180827_003174	I can't get much sleep these days because of a dream I have where I am chased by a monster.{nl}Please leave if you have no business here.
QUEST_LV_0400_20180827_003175	Leave me be unless you have business here.
QUEST_LV_0400_20180827_003176	At times I had felt I was being controlled by someone or something...{nl}It turns out that I was really under the control of a wizard of Nicopolis' past.
QUEST_LV_0400_20180827_003177	It pains me to think that I have caused others suffering because of my condition.
QUEST_LV_0400_20180827_003178	I will summarize our findings on the Feline Post Town case and report to Owyn Dilben.
QUEST_LV_0400_20180827_003179	Wizard Nidia
QUEST_LV_0400_20180827_003180	Nicopolis was a place I've only read about in books. It's a rather bleak and eerie place even with all these people living here.
