ITEM_20150317_000001	Empty_helmet	없음_helmet
ITEM_20170912_015525	Erhöht 10 Minuten lang den Angriff um +100, die Angriffsgeschwindigkeit um +80 und die Bewegungsgeschwindigkeit um +3.{nl}Reduziert den erlittenen Schaden um 5 %. Mit Rechtsklick aktivieren. Abklingzeit: 60 Minuten.	10분 동안 공격력 +100, 공격속도 +80, 이동속도 +3 증가합니다.{nl}받는 대미지가 5% 감소합니다. 아이템 우클릭으로 사용합니다. 재사용 대기시간 60분.
ITEM_20170912_015526	Konzentrierter Kampftrank	농축 배틀 포션
ITEM_20170912_015527	Erhöht 30 Minuten lang den Angriff um +100, die Angriffsgeschwindigkeit um +80 und die Bewegungsgeschwindigkeit um +3.{nl}Reduziert den erlittenen Schaden um 5 %. Mit Rechtsklick aktivieren. Abklingzeit: 60 Minuten.	30분 동안 공격력 +100, 공격속도 +80, 이동속도 +3 증가합니다.{nl}받는 대미지가 5% 감소합니다. 아이템 우클릭으로 사용합니다. 재사용 대기시간 60분.
ITEM_20170912_015528	Erhöht den kritischen Schaden 1 Minute lang um 150. Mit Rechtsklick aktivieren. Abklingzeit: 60 Sekunden.	1분 동안 치명타 공격력을 +150 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20170912_015529	Trank der kritischen Trefferchance	치명타 발생 증가 포션
ITEM_20170912_015530	Erhöht deine kritische Trefferchance für 30 Sekunden um 50.{nl}Mit Rechtsklick aktivieren. Abklingzeit: 30 Sekunden.	30초 동안 치명타 발생을 +50 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 30초.
ITEM_20170912_015531	Trank für Flächenangriffsmodifikator	광역 공격 비율 증가 포션
ITEM_20170912_015532	Erhöht den Flächenangriffsmodifikator für 1 Minute um 1.{nl}Mit Rechtsklick aktivieren. Abklingzeit: 60 Sekunden.	1분 동안 광역 공격 비율을 +1 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20170912_015533	Glänzende Verbesserungskarte	빛나는 강화용 카드
ITEM_20170912_015534	Er scheint etwas bisher noch Unbekanntes zu enthalten.{nl}Mit Rechtsklick aktivieren.	사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} -  게임 홈페이지 하단의 
ITEM_20170912_015535	N/A	확률형 아이템 목록
ITEM_20170912_015536	N/A	을 통해 구성물을 확인할 수 있습니다.
ITEM_20170912_015537	Er scheint etwas bisher noch Unbekanntes zu enthalten.{nl}Mit Rechtsklick aktivieren.	사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 게임 홈페이지 하단의 
ITEM_20170912_015538	Monsteredelsteinkiste: Rang 2 (Schwertkämpferin, Kleriker)	몬스터 젬 상자:2랭크(전사,성직자)
ITEM_20170912_015539	Enthält einen zufälligen Gegenstand.{nl}Mögliche Gegenstände sind hierbei Monsteredelsteine für die Klassen Highlander, Peltasta, Priester und Krivis.	재료 아이템을 무작위로 1개 획득할 수 있습니다.{nl}하이렌더, 펠타스타, 프리스트, 크리비 관련 몬스터 젬이 들어 있습니다.
ITEM_20170912_015540	Monsteredelsteinkiste: Rang 2 (Zauberkundiger, Bogenschütze)	몬스터 젬 상자:2랭크(마법사,궁수)
ITEM_20170912_015541	Enthält einen zufälligen Gegenstand.{nl}Enthält möglicherweise Monsteredelsteine der Klassen Pyromant, Kryomant, Armbrustschütze und Waldläufer.	재료 아이템을 무작위로 1개 획득할 수 있습니다.{nl}파이로맨서, 크리오맨서, 쿼렐슈터, 레인저 관련 몬스터 젬이 들어 있습니다.
ITEM_20170912_015542	Kiste: Zufallsmaterial: Nr. 3	재료 랜덤 상자:3차
ITEM_20170912_015543	Enthält einen zufälligen Gegenstand. Mit Rechtsklick aktivieren.{nl}{nl}Liste von Gegenständen:{nl}– Kiste mit Handwerkeranleitungen für Waffen{nl}– Miko-Freischaltgutschein{nl}– Schätzer-Freischaltgutschein{nl}– Runenwirker-Freischaltgutschein{nl}– Shinobi-Freischaltgutschein{nl}– Kiste: Steinsodon{nl}– Kiste: Tauschmedaillen Grad S{nl}– Kiste: "Gesegneter Edelstein der Göttin"{nl}– Kiste mit Attributspunkten (Grad A){nl}– Glänzender Goldamboss{nl}– Kiste: Tauschmedaillen Grad AS{nl}– Kiste mit Attributspunkten (Grad B){nl}– EP-Foliantenkiste (x4){nl}– Dungeoninstanz-Zurücksetzungsgutschein{nl}– Kiste: "Schriftrolle der Verzauberung" (x3){nl}– Instanz-Vervielfältigungstoken (x3){nl}– Gesegneter Edelstein der Göttin{nl}– Glänzender überragender Edelsteinschleifer{nl}– Glänzender Silberamboss{nl}– Kampfunterstützungskiste{nl}– Kiste: "Gesegnete Scherbe"{nl}Denk daran, das Ablaufdatum dieses Gegenstands zu überprüfen.	사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} {nl}획득 가능한 아이템 목록{nl} - 장인의 무기 레시피 상자{nl} - 무녀 클래스 해금권{nl} - 감정사 클래스 해금권{nl} - 룬캐스터 클래스 해금권{nl} - 시노비 클래스 해금권{nl} - 락스돈 상자{nl} - 리사이클 메달 상자 S급{nl} - 여신의 축복석 상자{nl} - 특성 포인트 상자 A급{nl} - 빛나는 황금 모루{nl} - 리사이클 메달 상자 A급{nl} - 특성 포인트 상자 B급{nl} - 경험의서 상자 (4개){nl} - 인스턴스 던전 입장 횟수 초기화권{nl} - 마법 부여 스크롤 상자 (3장){nl} - 인스턴스 던전 배수 토큰 (3개){nl} - 여신의 축복석{nl} - 빛나는 최고급 젬 연마제{nl} - 빛나는 은빛 모루{nl} - 전투 지원 상자{nl} - 축복받은 조각 상자{nl} {nl}2017년 7월 1일 18시00분 ~ 2017년 7월 31일 23시 59분까지 사용 가능합니다.
ITEM_20170912_015544	Saalus-Kubus (Mausoleum)	살러스 큐브(왕릉)
ITEM_20170912_015545	Saalus-Kubus (Schlucht)	살러스 큐브(협곡)
ITEM_20170912_015546	Saalus-Kubus (Burg)	살러스 큐브(캐슬)
ITEM_20170912_015547	TKL-Belohnungskiste	팀 배틀 리그 보상 상자
ITEM_20170912_015548	Eine Kiste, die Teamkampfliga-Belohnungen enthält, darunter für den Kampf hilfreiche Gegenstände.	팀 배틀 리그 참여 기본 보상 상자입니다. 전투에 도움이되는 아이템이 들어있습니다.
ITEM_20170912_015549	TKL-Ranglistenbelohnungskiste	팀 배틀 리그 랭킹 보상 상자
ITEM_20170912_015550	Eine Kiste, die Teamkampfliga-Belohnungen für die 50 besten Spieler enthält, darunter für den Kampf hilfreiche Gegenstände.	팀 배틀 리그 랭킹 50위 안에 등록되어 받은 보상 상자입니다. 전투에 도움이 되는 아이템이 들어있습니다.
ITEM_20170912_015551	TKL-Siegerbelohnungskiste	팀 배틀 리그 상위 랭킹 보상 상자
ITEM_20170912_015552	Eine Kiste, die Teamkampfliga-Belohnungen für die 3 besten Spieler enthält, darunter für den Kampf hilfreiche Gegenstände.	팀 배틀 리그 랭킹 1 ~ 3위에 등록되어 받은 보상 상자입니다. 전투에 도움이 되는 아이템이 들어있습니다.
ITEM_20170912_015553	Kleiner Beutel Anerkennung	작은 보답의 주머니
ITEM_20170912_015554	Ein Beutel, der ein Geschenk von jemandem enthält, dem du geholfen hast. Mit Rechtsklick aktivieren. Du erhältst dann einen von vielen Gegenständen.	어려움에 처한 사람들을 도와준 보답으로서 받은 주머니. 사용 시, 여러 재료 아이템 중 하나를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.
ITEM_20170912_015555	Kiste der ehrlichen Anerkennung	따뜻함을 담은 상자
ITEM_20170912_015556	Eine Kiste, die ein Geschenk von jemandem enthält, dem du geholfen hast. Mit Rechtsklick aktivieren. Du erhältst dann einen von vielen Gegenständen.	어려움에 처한 사람들을 많이 도와준 보답으로서 받은 상자. 사용 시, 여러 재료 아이템 중 하나를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.
ITEM_20170912_015557	Große Truhe der Freundlichkeit	상냥함이 가득한 상자
ITEM_20170912_015558	Eine Truhe, die ein Geschenk von jemandem enthält, dem du geholfen hast. Mit Rechtsklick aktivieren. Du erhältst dann einen von vielen Gegenständen.	어려움에 처한 사람들을 열심히 도와준 보답으로서 받은 특별한 상자. 사용 시, 여러 재료 아이템 중 하나를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.
ITEM_20170912_015559	[Karten-Ausrüsteffekt] Zus. Erdschaden +[{img star_mark 20 20}*10]	[슬롯 장착 효과] 땅 속성 추가 대미지 +[★*10]
ITEM_20170912_015560	[Karten-Ausrüsteffekt] [{img star_mark 20 20}]%ige Chance auf Verwendung einer Schmerzbarriere (St. 1) nach Treffern	[슬롯 장착 효과] 피격시 [★]% 확률로 페인배리어 1레벨 사용
ITEM_20170912_015561	[Karten-Ausrüsteffekt] Schlagabwehr +[{img star_mark 20 20}*10]	[슬롯 장착 효과] 때리기류 방어력 +[★*10]
ITEM_20170912_015562	[Karten-Ausrüsteffekt] [{img star_mark 20 20}] % mehr Schaden gegen Flugmonster	[슬롯 장착 효과] 공중형 몬스터 공격시 [★]% 대미지 증가
ITEM_20170912_015563	[Karten-Ausrüsteffekt] [{img star_mark 20 20}/2] % mehr Schaden gegen Gegner mit Panzern	[슬롯 장착 효과] 판금 갑옷 대상 공격시 대미지 [★/2]% 증가
ITEM_20170912_015564	[Karten-Ausrüsteffekt] STÄ +[{img star_mark 20 20}]	[슬롯 장착 효과] 힘 스탯 +[★]
ITEM_20170912_015565	[Karten-Ausrüsteffekt] Zus. Schattenschaden +[{img star_mark 20 20}*10]	[슬롯 장착 효과] 어둠 속성 추가 대미지 +[★*10]
ITEM_20170912_015566	[Karten-Ausrüsteffekt] Kritischer Angriff +[{img star_mark 20 20}*20]	[슬롯 장착 효과] 치명타 공격력 +[★*20]
ITEM_20170912_015567	[Karten-Ausrüsteffekt] [{img star_mark 20 20}] % mehr Schaden gegen Mutanten	[슬롯 장착 효과] 변이형 속성 몬스터에 [★]% 대미지 증가
ITEM_20170912_015568	[Karten-Ausrüsteffekt] Magische Abwehr +[{img star_mark 20 20}*10]	[슬롯 장착 효과] 마법 방어력 +[★*10]
ITEM_20170912_015569	[Karten-Ausrüsteffekt] Angriff +[{img star_mark 20 20}*7] bei ausgerüsteten Stoßwaffen	[슬롯 장착 효과] 찌르기류 무기 착용시 물리 공격력 +[★*7]
ITEM_20170912_015570	[Karten-Ausrüsteffekt] [{img star_mark 20 20}]%ige Chance auf Wiederherstellung von 5 % SP nach einem Sieg gegen Erdmonster	[슬롯 장착 효과] 땅 속성 몬스터 처치시 [★]% 확률로 SP 5% 회복
ITEM_20170912_015571	[Karten-Ausrüsteffekt] Magische Verstärkung +[{img star_mark 20 20}*10]	[슬롯 장착 효과] 마법 증폭 +[★*10]
ITEM_20170912_015572	[Karten-Ausrüsteffekt] [{img star_mark 20 20}/2] % mehr Schaden gegen mittelgroße Monster	[슬롯 장착 효과] 중형 몬스터에 [★/2]% 대미지 증가
ITEM_20170912_015573	[Karten-Ausrüsteffekt] [{img star_mark 20 20}/3]%ige Chance, dass der Angriff 3 Sekunden lang Schock zufügt	[슬롯 장착 효과] 공격시 [★/3]% 확률로 3초간 감전 상태
ITEM_20170912_015574	[Karten-Ausrüsteffekt] +[{img star_mark 20 20}]%ige Chance, 3 % SP wiederherzustellen, wenn du von großen Monstern angegriffen wirst	[슬롯 장착 효과] 대형 몬스터에게 피격시 [★]% 확률로 SP 3% 회복
ITEM_20170912_015575	[Karten-Ausrüsteffekt] [{img star_mark 20 20}]%ige Chance, nach einem Sieg gegen Mutanten 5 % SP wiederherzustellen.	[슬롯 장착 효과] 변이형 몬스터 처치시 [★]% 확률로 SP 5% 회복
ITEM_20170912_015576	[Karten-Ausrüsteffekt] Nach Verwendung von Ausdauertränken 10 Sekunden lang Bewegungsgeschwindigkeit +[{img star_mark 20 20}/5].	[슬롯 장착 효과] STA 포션 종류 사용시 10초간 이동속도+[★/5]
ITEM_20170912_015577	[Karten-Ausrüsteffekt] STÄ +[{img star_mark 20 20}/2], BEW +[{img star_mark 20 20}/2]	[슬롯 장착 효과] 힘 스탯 +[★/2], 민첩 스탯 +[★/2] 
ITEM_20170912_015578	[Karten-Ausrüsteffekt] SP-Wiederherstellung +[{img star_mark 20 20}*6]	[슬롯 장착 효과] SP 회복력 +[★ * 6]
ITEM_20170912_015579	[Karten-Ausrüsteffekt] [{img star_mark 20 20}] % mehr Schaden gegen Eismonster	[슬롯 장착 효과] 얼음 속성 몬스터에 [★]% 대미지 증가
ITEM_20170912_015580	[Karten-Ausrüsteffekt] Magischer Angriff +[{img star_mark 20 20}*7] bei ausgerüsteten Schlagwaffen	[슬롯 장착 효과] 타격류 무기 착용시 마법 공격력 +[★*7]
ITEM_20170912_015581	[Karten-Ausrüsteffekt] [{img star_mark 20 20}] % mehr Schaden gegen Dämonenmonster	[슬롯 장착 효과] 악마형 몬스터에 [★]% 대미지 증가
ITEM_20170912_015582	[Karten-Ausrüsteffekt] [{img star_mark 20 20}/2] % mehr Schaden gegen Gegner mit Lederrüstung	[슬롯 장착 효과] 가죽 갑옷 대상 공격시 대미지 [★/2]% 증가
ITEM_20170912_015583	[Karten-Ausrüsteffekt] +[{img star_mark 20 20}] % Schaden gegen versteinerte Gegner	[슬롯 장착 효과] 석화 상태 이상에 걸린 적에게 공격 시 대미지 +[★]%
ITEM_20170912_015584	[Karten-Ausrüsteffekt] Blocken +[{img star_mark 20 20}*2]	[슬롯 장착 효과] 블럭 +[★ * 2]
ITEM_20170912_015585	[Karten-Ausrüsteffekt] BEW +[{img star_mark 20 20}/2], WEI +[{img star_mark 20 20}/2]	[슬롯 장착 효과] 민첩 스탯 +[★/2], 정신 스탯 +[★/2] 
ITEM_20170912_015586	[Karten-Ausrüsteffekt] [{img star_mark 20 20}/2] % mehr Schaden gegen kleine Monster	[슬롯 장착 효과] 소형 몬스터에 [★/2]% 대미지 증가
ITEM_20170912_015587	[Karten-Ausrüsteffekt] Angriffsgeschwindigkeit +[{img star_mark 20 20}] bei ausgerüsteten Zweihandwaffen	[슬롯 장착 효과] 양손 무기 착용시 공격 속도 +[★]
ITEM_20170912_015588	[Karten-Ausrüsteffekt] [{img star_mark 20 20}] % mehr Schaden gegen Erdmonster	[슬롯 장착 효과] 땅 속성 몬스터에 [★]% 대미지 증가
ITEM_20170912_015589	[Karten-Ausrüsteffekt] Ausweichen +[{img star_mark 20 20}*2]	[슬롯 장착 효과] 회피 +[★ * 2]
ITEM_20170912_015590	[Karten-Ausrüsteffekt] [{img star_mark 20 20}] % mehr Schaden gegen Tiermonster	[슬롯 장착 효과] 야수형 몬스터에 [★]% 대미지 증가
ITEM_20170912_015591	[Karten-Ausrüsteffekt] Angriff +[{img star_mark 20 20}*7] bei ausgerüsteten Schlagwaffen	[슬롯 장착 효과] 타격류 무기 착용시 물리 공격력 +[★*7]
ITEM_20170912_015592	[Karten-Ausrüsteffekt] Widerstand gegen Erde +[{img star_mark 20 20}*10]	[슬롯 장착 효과] 땅 속성 저항력 +[★*10]
ITEM_20170912_015593	[Karten-Ausrüsteffekt] 6 Sekunden lang [{img star_mark 20 20}/3]%ige Chance auf Giftangriffe	[슬롯 장착 효과] 공격시 [★/3]% 확률로 6초간 중독 상태
ITEM_20170912_015594	[Karten-Ausrüsteffekt] Ausdauer +[{img star_mark 20 20}]	[슬롯 장착 효과] 스태미너 +[★]
ITEM_20170912_015595	[Karten-Ausrüsteffekt] Widerstand gegen Eis +[{img star_mark 20 20}*10]	[슬롯 장착 효과] 얼음 속성 저항력 +[★*10]
ITEM_20170912_015596	[Karten-Ausrüsteffekt] [{img star_mark 20 20}]%ige Chance auf Wiederherstellung von 5 % SP nach einem Sieg gegen Feuermonster	[슬롯 장착 효과] 불 속성 몬스터 처치시 [★]% 확률로 SP 5% 회복
ITEM_20170912_015597	[Karten-Ausrüsteffekt] Widerstand gegen Stille +[{img star_mark 20 20}*2] %	[슬롯 장착 효과] 침묵 상태 저항 +[★*2]%
ITEM_20170912_015598	[Karten-Ausrüsteffekt] [{img star_mark 20 20}/3] % pro Angriff auf Verringerung des erlittenen Schadens um 10 % für 5 Sekunden	[슬롯 장착 효과] 공격시 [★/3]% 확률로 5초간 받는 대미지 10%감소
ITEM_20170912_015599	[Karten-Ausrüsteffekt] Widerstand gegen Blitze +[{img star_mark 20 20}*10]	[슬롯 장착 효과] 전기 속성 저항력 +[★*10]
ITEM_20170912_015600	[Karten-Ausrüsteffekt] Stoßabwehr +[{img star_mark 20 20}*10]	[슬롯 장착 효과] 찌르기류 방어력 +[★*10]
ITEM_20170912_015601	[Karten-Ausrüsteffekt] [{img star_mark 20 20}]%ige Chance auf Wiederherstellung von 5 % SP nach einem Sieg gegen Schattenmonster	[슬롯 장착 효과] 어둠 속성 몬스터 처치시 [★]% 확률로 SP 5% 회복
ITEM_20170912_015602	[Karten-Ausrüsteffekt] [{img star_mark 20 20}]%ige Chance auf Wiederherstellung von 5 % SP nach einem Sieg gegen Giftmonster	[슬롯 장착 효과] 독 속성 몬스터 처치시 [★]% 확률로 SP 5% 회복
ITEM_20170912_015603	[Karten-Ausrüsteffekt] +[{img star_mark 20 20}] % Schaden gegen schlafende Gegner	[슬롯 장착 효과] 수면 상태 이상에 걸린 적에게 공격 시 대미지 +[★]%
