QUEST_UNUSED_20150317_000001	A ha, you're on your way to see Master Pardoner. I wish you luck.
QUEST_UNUSED_20151102_002153	There. The marble of Polki. As I arrived the village, I saw the marble of Polki dropped on the ground.
QUEST_UNUSED_20151102_002154	The marble of Polki can be an important clue to look for the villagers.
QUEST_UNUSED_20151102_002155	Let's look for the marble of Polki.
QUEST_UNUSED_20151102_002156	I can't see the marble of Polki anymore.
QUEST_UNUSED_20151102_002157	I think Polki dropped the marble, but we can't just find it.{nl}Let's look around.
QUEST_UNUSED_20151102_002158	I am sure Polki dropped the marble around here.
QUEST_UNUSED_20151102_002159	XX Villager
QUEST_UNUSED_20151102_002160	W-who... are you!
QUEST_UNUSED_20151102_002161	A-are you... on the same side with the demons?
QUEST_UNUSED_20151102_002162	Oh goddess! Thank you.
QUEST_UNUSED_20151102_002163	If it wasn't you, we would all have died.
QUEST_UNUSED_20151102_002164	Demons told us that they are going to use the braken and use us as the source of the divine tree! We should just look for someone who is qualified.
QUEST_UNUSED_20151102_002165	Demons intruded into the village and took the people away.
QUEST_UNUSED_20151102_002166	Demons were taking the villagers and heading towards the monastery. Demons stopped while taking us for a long time and then wizards appeared.
QUEST_UNUSED_20151102_002167	The wizard has done some unidentified ritual to the villagers.{nl}When he did the ritual to the villagers, there weren't any unique responses, but I was able to see the response when we did the ritual to your brother, Edmundas.
QUEST_UNUSED_20151102_002168	The wizard ordered the demons to take Edmundas seperately.
QUEST_UNUSED_20151102_002169	The wizard threatened us. We've told the wizard that Edmundas has sister who is you.{nl}And I also described your appearances.
QUEST_UNUSED_20151102_002170	After hearing the information about you, the wizard told us that
QUEST_UNUSED_20151102_002171	Kruvina is already prepared and the giant brackens
QUEST_UNUSED_20151102_002172	would soon spurt out the spores of the death.
QUEST_UNUSED_20151102_002173	And he continued,
QUEST_UNUSED_20151102_002174	if someone with the qualifications are ready, all humans will die.
QUEST_UNUSED_20151102_002175	Your spirits will be used as sources for the divine trees.
QUEST_UNUSED_20151102_002176	After hearing the words from the wizard, I ran away to let the lord of Orsha know it.
QUEST_UNUSED_20151102_002177	Let's go to the monastery fast
QUEST_UNUSED_20151102_002178	Herbalist Ash
QUEST_UNUSED_20151102_002179	While I was picking up the herbs, the demons appeared and attacked me. Fortunately, I ran away, but I am scared whether the demon would attack me again.
QUEST_UNUSED_20151102_002180	Starting from a few months ago, the demon started to appear at Knidos Forest.
QUEST_UNUSED_20151102_002181	Because of you, the place seems to be stabilized a bit.
QUEST_UNUSED_20151102_002182	As I was moving around to pick up the herbs, it was my first time to see the demons picking up the grass. I am not sure whether or not the demons are plotting something. I guess I should check which grass they are picking up.
QUEST_UNUSED_20151102_002183	Have you checked what grass did the demons extract?
QUEST_UNUSED_20151102_002184	As I expected. {nl}The demons are actually extracting the herbs that are highly toxic.
QUEST_UNUSED_20151102_002185	If we process this herb further, it would become a deadly poison to humans. It is so certain that the demons are extracting these herbs. I guess I should do something so that the demons would not be able to pick up the herbs. I will sprinkle the body fluid of the monsters to kill the herbs.
QUEST_UNUSED_20151102_002186	I won't let the demons do what they want to do.
QUEST_UNUSED_20151102_002187	This would be enough.
QUEST_UNUSED_20151102_002188	Sprinkle the body fluid of the monsters onto the herbs
QUEST_UNUSED_20151102_002189	Sprinkle the body fluid of the monsters onto the place where there are herbs.
QUEST_UNUSED_20151102_002190	Since there are no more herbs, the demons would not be able to pick up the herbs anymore.
QUEST_UNUSED_20151102_002191	You don't look like a settler, where are you coming from?
QUEST_UNUSED_20151102_002192	{nl}Ahha! You are the one who came with the elder.{nl}To meet the elder, you better go to the camp fast.{nl}When a person comes out from Orsha, he would go meet the lord.{nl}
QUEST_UNUSED_20151102_002193	You don't look like a settler.. Are you a traveler?{nl}There was an order from the lord for the settlers at the west district of Orsha to wait at Lemprasa Pond.{nl}When they come this far, the lord told us that he would send the soldiers and the officiers, but{nl}I can't see any people like them.
QUEST_UNUSED_20151102_002194	{nl}I am waiting for my friends so please go to the 2nd district and meet Bropen.{nl}He will tell you where Romanis has gone to.
QUEST_UNUSED_20151102_002195	After Medzio Diena, there were no special signs until recently.{nl}Except for the people that came from far away or the people who have gone further to the south and came back after reaching the seas..
QUEST_UNUSED_20151102_002196	Thank you so much for helping me!{nl}I was almost buried here.
QUEST_UNUSED_20151102_002197	{nl}How could he tell us to wait for the settlers in this dangerous place..{nl}When the families arrive, I guess I should move to another place..
QUEST_UNUSED_20151102_002198	It seems that you've leveled up while fighting against Kepas.{nl}The ones who come from outside learn everything fast.{nl}I envy your pace of learning.
QUEST_UNUSED_20151102_002199	{nl}{nl}If you have leveled up, you can become stronger by selecting one of the status.{nl}Do you want to check it now?
QUEST_UNUSED_20151102_002200	That was a good selection.{nl}You can select a status as you level up.{nl}I hope you make a cautious decision.
QUEST_UNUSED_20151102_002201	Are you looking for Romanas Elder?{nl}The elder has left to the camp direction with Reila.{nl}If you are gonna go to the camp, can you please pss this ointment?{nl}I almost died so I think I need to take some rest.
QUEST_UNUSED_20151102_002202	I heard that the small village which is across the river turned into a ruin.{nl}If the lord didn't order us to move out, we would have been in danger as well.
QUEST_UNUSED_20151102_002203	This is the ointment which Bropen was going to bring.{nl}Have you brought it on behalf of Bropen? Thank you so much.{nl}Romanas elder has left to the camp district.{nl}I was waiting for Bropen.
QUEST_UNUSED_20151102_002204	{nl}If you've leveled up, please use the skill points.{nl}When you use the skill points, you may obtain the new skills or enhance the existing skills!
QUEST_UNUSED_20151102_002205	So you are coming? You've done well to help the villagers.{nl}I am gonna go to Orsha soon to meet the lord. Where are you going?{nl}There are no villages except for Orsha and Klaipeda which the adventurers are likely to visit at the southern part of the kingdom.{nl}If you are gonna go for a long journey, it would not be bad to stop by at Orsha and meet the lord.
QUEST_UNUSED_20151102_002206	{nl}I am sorry, but if you are not busy, I want you to help the settlers.
QUEST_UNUSED_20151102_002207	I heard someone is helping the settlers and it's you!{nl}On behalf of the elder, I really appreciate you.
QUEST_UNUSED_20151102_002208	{nl}Are you going to stop at Orsha?{nl}But, as you can see, I am little busy.{nl}If you can wait a bit, I will help you after helping these people.
QUEST_UNUSED_20151102_002209	The story that the villages across the rivers, the fields and the mountains were stepped on by the monsters spreaded quickly..{nl}I've persuaded people that the soldiers would come and help us from Orsha, but as the story that the village right beside was attacked by the monsters spreaded, I couldn't reduce people's agitation.
QUEST_UNUSED_20151102_002210	{nl}I thought the goddesses abandoned us. I was going to move the people to Klaipeda.{nl}At then, they ordered people to move on the land where the lord survived..{nl}The damages were too severe. He should've called us sooner..
QUEST_UNUSED_20151102_002211	It's so hard for me to do this whole day.{nl}It may rather be better to follow the monsters like the soldiers.{nl}I want to help you... but, please also think about my situation.{nl}If I let you in first, they will be angry.{nl}
QUEST_UNUSED_20151102_002212	I will cancel my words that I would follow the monsters like the soldiers a while ago.{nl}Even when we have more than 10 lives, it would not be enough.{nl}Because of you, I was able to block the monsters from going into Orsha.{nl}It was a substitution time, so I almost fell into danger.
QUEST_UNUSED_20151102_002213	The settlers who were registering all ran away.. we will be free for some time.{nl}You are welcomed to go into Orsha.{nl}The lord is very strong and cold.{nl}Please go in front of the lord castle at the central square of Orsha.
QUEST_UNUSED_20151102_002214	The settlers who have travelled for many days are trembling in anxiety.{nl}Most of them didn't get to see Orsha.{nl}They must have thought that the castle fortress which they heard from a rumor would protect them safely..{nl}You would know when you enter it, it has changed a lot since Medzio Diena..
QUEST_UNUSED_20151102_002215	I am Innessa Hemandale who is controlling Orsha.{nl}Thank you for helping our citizens.
QUEST_UNUSED_20151102_002216	We are recovering Orsha as you can see.{nl}With the soldiers we have at the moment, it is hard for us to protect Orsha.{nl}That's why we are moving all setters who have survived to Orsha even if that means we are going to have hard time for several years.{nl}
QUEST_UNUSED_20151102_002217	The world turned wild, but neither the military nor the king protected us.{nl}You are the one who are helping the settlers right?{nl}Although, I am not competent enough, I am sure the goddesses want me to help you as well.
QUEST_UNUSED_20151102_002218	{nl}I want to make a medicine that would work well on your wounds.{nl}If you could collect Red Leaves from the 1st district, I will make the medicine using those!
QUEST_UNUSED_20151102_002219	I am not the settler who Romanas Elder has brought.{nl}I am a person from the village that turned into a ruin recently.{nl}The hunters told us that they've discovered the monsters, but the lord didn't send us the squad.{nl}When my family and I ran away from the village, a messenger of the lord came and told us to move to Orsha.
QUEST_UNUSED_20151102_002220	{nl}{nl}It would've been better if he had told us little sooner..{nl}We don't have any house, field or trees.{nl}What should we do to live on now..
QUEST_UNUSED_20151102_002221	With this much amount, we would be able to make the medicine.
QUEST_UNUSED_20151102_002222	{nl}Take it.{nl}Thank you for helping the settlers.
QUEST_UNUSED_20151102_002223	The settlers who've survived are coming here.{nl}They are all exhausted since they ran away for several days.{nl}I am making an invigorating drink for them.
QUEST_UNUSED_20151102_002224	{nl}You would probably need it.{nl}If you could defeat the monsters at the 2nd district and get me Lempar mucus,{nl}I will make you an invigorating drink with that.
QUEST_UNUSED_20151102_002225	I guess the lord had some different idea, but I don't know why he didn't order to move out sooner..{nl}Maybe the messenger was not diligent enough.{nl}I have lots of things to ask if I meet the lord.
QUEST_UNUSED_20151102_002226	I think we have enough Lempar muscus.
QUEST_UNUSED_20151102_002227	{nl}Okay. Please take this.{nl}May the goddesses protect you in your journey..
QUEST_UNUSED_20151102_002228	You haven't seen the people wander around this forest?{nl}Even after what the lord told us{nl}when the monsters intruded into our village, we all scattered to survive.
QUEST_UNUSED_20151102_002229	{nl}It is now time for everyone to come by now, but I think they lost their way in the forest.{nl}I am sorry, but can you light up the bonfire at the 3rd district to help the ones who lost their ways in the forest?{nl}
QUEST_UNUSED_20151102_002230	I've met some people here. {nl}No one saw the elder.
QUEST_UNUSED_20151102_002231	Thank you so much!{nl}The people who you've guided through the bonfire are resting at the safe area.{nl}Thank you so much.
QUEST_UNUSED_20151102_002232	I am counting the number of people and it seems that not even half of them has arrived here.{nl}Lots of people are still wandering the forest.{nl}I think I should make a smoke with a bigger bonfire.
QUEST_UNUSED_20151102_002233	{nl}For the settlers at the 4th district, I want you to light up the fire on the woods which Lutas prepared.{nl}With that, you would be able to see through the leaves.{nl}I am counting on you!
QUEST_UNUSED_20151102_002234	According to what Lutas told us, we can't just let in lots of settlers into Orsha{nl}so we've set up various small camps around the outer wall of Orsha and supporting the settlers.{nl}The bonfires which you've lit up are to support the settlers.
QUEST_UNUSED_20151102_002235	There was a big disturbance. You are not hurt anywhere?{nl}I am sorry that I've put you in this mess.
QUEST_UNUSED_20151102_002236	{nl}This is so horrible. Those gigantic monsters are wandering in the forest.{nl}We have nothing that we can do to the settlers in the forest..
QUEST_UNUSED_20151102_002237	I haven't seen you before. Are you the officer in Orsha?
QUEST_UNUSED_20151102_002238	{nl}Ah.. damn. I've made a big mistake.{nl}I am called Ibanayu from the southern coast.{nl}I heard that there are lots of supplies and we will be protected safely here so I've ran here without sleeping while leaving the village in the south..
QUEST_UNUSED_20151102_002239	{nl}As you can see, what's prepared for us is the bonfire and a few lumps of grass.{nl}Also we don't have enough officers who would protect us..
QUEST_UNUSED_20151102_002240	{nl}{nl}What we can do is that we can pick up the goods which the natives had used and left and use them to obtain the food.{nl}Can you collect those from the 5th district?{nl}I heard that if we leave this place, the monsters would go crazy so people like us can't walk around.
QUEST_UNUSED_20151102_002241	The south coast also received some damages.{nl}The fruits that came down from the river at the north destroyed all the fishing nets{nl}and due to the fruit juice that spurted out from the fruits, I've just kept seeing the sea which turned colorful.{nl}At least, the south was okay since there were no monsters there..
QUEST_UNUSED_20151102_002242	I will use them well. Since people are still coming up from the two villages at the southern coast,{nl}I will pass the story about you well if I meet the lord.
QUEST_UNUSED_20151102_002243	You look very different to be called as a settler...{nl}The people around Orsha do not wear clothes like that.{nl}Are you a traveler?
QUEST_UNUSED_20151102_002244	{nl}If that's so, why don't you pray in front of the Statue of Goddess Zemyna at the 6th district?{nl}Goddess Zemyna controls the land and she also takes care of the travel roads of the travelers.{nl}But, the goddess is not responding to our prayer from sometime.
QUEST_UNUSED_20151102_002245	I don't know who has set up so many statues of the goddess.{nl}But, as I hear it, it's very old.{nl}So they either break up or become monsters' habitats...{nl}and there are also cases of monsters going into the Goddess Statue.
QUEST_UNUSED_20151102_002246	{nl}Of course, you don't have to believe it...
QUEST_UNUSED_20151102_002247	Have you been to 7th district? The elder asked us to meet at the 7th district when we arrive at Lemprasa Pond, but we can't go due to the monsters...{nl}In order to prevent it from getting stolen from the settlers, we should go there first.{nl}But, I can't do that with my skills.
QUEST_UNUSED_20151102_002248	{nl}If monsters appear around there, can you please defeat them?{nl}When the elder come, I will tell him about you for sure.
QUEST_UNUSED_20151102_002249	Due to the order to move out, I abandoned my house and blamed a lot{nl}After I heard about the situation at the north, I stopped thinking about that.{nl}I hope the village would be safe until the order gets lifted.{nl}The elders left here since they said they can't leave the village.
QUEST_UNUSED_20151102_002250	How can they ask us to gather at the place where monsters are going crazy... {nl}The lord is asking us for too much.
QUEST_UNUSED_20151102_002251	After the order to move out, we didn't move with the villagers.{nl}I think the people who have left before us would probably be at the 8th district by now.{nl}Can you bring those people back here?
QUEST_UNUSED_20151102_002252	{nl}Even if we group together with the people of Romanas Elder,{nl}this place seems safer than the 8th district...
QUEST_UNUSED_20151102_002253	I know that this place has been prepared for us, but I didn't expect it to be this dangerous...
QUEST_UNUSED_20151102_002254	Thank you. I should ask Romanas before our elder comes here that{nl}if I can be here.
QUEST_UNUSED_20151102_002255	I've heard a lot that a mysterious man is helping my people.{nl}I heard that he is a person who receives lots of respect from others.{nl}It is well known that he helped them while the kingdom and the lord didn't do anything.{nl}He is like a hero sent by the goddesses.
