QUEST_LV_0200_20150317_000001	Philipas' Soldier
QUEST_LV_0200_20150401_005995	Darius sagt, dass in der Nähe ein seltsamer Rauch entsteht, der das Essen zu verderben scheint. Beseitige die Rauchquelle auf dem Rückweg zu Marius.
QUEST_LV_0200_20150401_005996	Du hast die irritierenden Dinge entfernt. Erzähle Marius davon.
QUEST_LV_0200_20150401_005997	Die Samen von der Tvora-Straße zurückholen
QUEST_LV_0200_20150401_005998	Die Monster haben die Samen gestohlen. Hole die Samensäcke von den Monstern um Baron Allernos Gebiet herum zurück.
QUEST_LV_0200_20150401_005999	Gib Marius den Samenbeutel.
QUEST_LV_0200_20150401_006000	%s von Monstern in der Umgebung sammeln
QUEST_LV_0200_20150401_006001	Um den magischen Kreis zu stärken, musst du die Monster in die Nähe des magischen Kreises bringen und sie besiegen.
QUEST_LV_0200_20150401_006002	Die Kiste öffnen
QUEST_LV_0200_20150401_006003	Es ist seltsam, in diesem Gebiet eine Kiste zu finden. Gehe hin und öffne sie.
QUEST_LV_0200_20150401_006004	Die Kiste zerstören
QUEST_LV_0200_20150401_006005	Als du die Kiste öffnen willst, kommen die Monster, um dich davon abzuhalten! Vermeide die Angriffe der Monster und öffne die Kiste innerhalb der vorgegebenen Zeit!
QUEST_LV_0200_20150401_006006	In der zerstörten Kiste liegt ein kleines Statuenfragment, das von der Spitze einer Statue zu stammen scheint. Bring es zu jemandem, um herauszufinden, was es ist.
QUEST_LV_0200_20150401_006007	Die Kiste zerstören
QUEST_LV_0200_20150401_006008	Joana will überprüfen, woraus die Macht besteht, die aus einem bestimmten Bereich fließt. Reduziere die HP der Monster auf unter 50 % und versuche, dann zu sehen, wie sie auf die seltsame Kraft unter dem magischen Kreis reagieren.
QUEST_LV_0200_20150401_006009	Die Göttinnenstatue holen
QUEST_LV_0200_20150401_006010	Jonas will die Macht der Göttin nutzen. Es scheint, als hätte Joana die Antwort auf die Macht der Göttin gefunden. Geh und lerne Joana kennen.
QUEST_LV_0200_20150401_006011	Die Göttinnenstatue im magischen Kreis platzieren
QUEST_LV_0200_20150401_006012	Platziere die Göttinnenstatue, die du von Joana bekommen hast, in dem magischen Kreis.
QUEST_LV_0200_20150401_006013	Feldfrüchte überprüfen
QUEST_LV_0200_20150401_006014	Sowohl der magische Kreis als auch die Göttinnenstatue verschwanden, als du die Statue in den magischen Kreis gestellt hast. Überprüfe, was mit den Feldfrüchten passiert ist, um die sich Jonaris Sorgen gemacht hat, und berichte ihm davon.
QUEST_LV_0200_20150401_006015	Berichte Jonaris, dass der magische Kreis und die Statue zerbrachen und die Feldfrüchte danach wieder normal wurden.
QUEST_LV_0200_20150401_006016	Das Leder besorgen
QUEST_LV_0200_20150401_006017	Besorgt das Leder, das Horacius für die Rebellion braucht. Du kannst es von den Monstern bekommen.
QUEST_LV_0200_20150401_006018	Gib das Leder Horacius.
QUEST_LV_0200_20150401_006019	Niollen herausziehen und mitbringen
QUEST_LV_0200_20150401_006020	Tauras ist derzeit für die Nahrungsmittelversorgung der Rebellen zuständig. Ziehe Niollen aus der Erde und bring sie ihm, um ihm zu helfen. Gehe vorsichtig vor, denn Niollen können nur als Nahrung verwendet werden, wenn sie mitsamt ihren Wurzeln geerntet werden.
QUEST_LV_0200_20150401_006021	Du hast genügend Niollen gesammelt. Bringe sie zu Tauras.
QUEST_LV_0200_20150401_006022	Frage ihn, ob du noch anderweitig helfen kannst.
QUEST_LV_0200_20150401_006023	Den versiegelten magischen Kreis zerstören
QUEST_LV_0200_20150401_006024	Im Brachland wurde ein versiegelter magischer Kreis gefunden. Wenn man ihn berührt, fügt er einem Schaden zu. Wirf den Stein, den Albina dir gab, um den magischen Kreis zu durchbrechen.
QUEST_LV_0200_20150401_006025	Horacius scheint dir etwas mitteilen zu wollen. Sprich mit ihm.
QUEST_LV_0200_20150401_006026	Hör dir die Geschichte von Horacius an.
QUEST_LV_0200_20150401_006027	Wir haben uns entschieden, uns auf die Seite von Hauberk zu stellen, bis wir Göttin Vakarine gefunden und gerettet haben. Jetzt hole Hauberk und mach dich auf den Weg in den 1. Distrikt des Dämonengefängnisses!
QUEST_LV_0200_20150401_006028	Die Dämonen besiegen, die das Ritual durchführen
QUEST_LV_0200_20150401_006029	Kupole Audra bat dich, die Dämonen zu besiegen, die Rituale zur Flucht von Blut im Rituala-Sammelbereich durchführen.
QUEST_LV_0200_20150401_006030	Du hast das Ritual erfolgreich unterbrochen. Gehe zurück und melde dies Kupole Audra im Zellenbereich des Dämonengefängnisses.
QUEST_LV_0200_20150401_006031	Das Sekret von Blut besorgen
QUEST_LV_0200_20150401_006032	Kupole Audra sagt, dass wir den Einfluss von Blut schwächen müssen. Stiehl Bluts Sekret von den Dämonen im Viejauler-Basislager.
QUEST_LV_0200_20150401_006033	Kupole Audra das Sekret übergeben
QUEST_LV_0200_20150401_006034	Du hast alles Sekret von den Dämonen gestohlen. Gib es Kupole Audra im Zellenbereich des Dämonengefängnisses.
QUEST_LV_0200_20150401_006035	Es bleibt noch viel zu tun, bis wir Blut begegnen können. Sprich mit Kupole Audra.
QUEST_LV_0200_20150401_006036	Hauberk helfen, die Macht von Blut zu absorbieren
QUEST_LV_0200_20150401_006037	Kupole Audra sagt, dass die gesammelte Macht von Blut nur von Hauberk kontrolliert werden kann. Hilf Hauberk dabei, die Macht von Blut vom Altar von Blut im konzentrierten Managementbereich zu absorbieren.
QUEST_LV_0200_20150401_006038	Hauberk hat erfolgreich die Macht von Blut in sich aufgenommen. Hilf Kupole Zydrone in der Nuzikalti-Halle.
QUEST_LV_0200_20150401_006039	Bestrafung des Dämonenfürsten Blut
QUEST_LV_0200_20150401_006040	Du bist nun bereit, den Dämonenfürsten Blut zu bestrafen. Hilf Kupole Zydrone und besiege Blut.
QUEST_LV_0200_20150401_006041	Du hast den Dämonenfürsten Blut besiegt. Sprich mit Kupole Zydrone.
QUEST_LV_0200_20150401_006042	Mit Kupole Medeina sprechen
QUEST_LV_0200_20150401_006043	Kupole Medeina im Shirtis-Überwachungsgang sieht sehr ernst aus. Sprich mit Medeina.
QUEST_LV_0200_20150401_006044	Die dämonischen Diener von Nuaele besiegen
QUEST_LV_0200_20150401_006045	Kupole Medeina sagte, dass die Barriere der Göttin stabilisiert werden kann, indem man Nuaeles Macht zerstört. Besiege Nuaeles Dämonen.
QUEST_LV_0200_20150401_006046	Du hast Nuaeles Dämonen besiegt. Gehe zurück und melde dies Medeina.
QUEST_LV_0200_20150401_006047	Kupole Medeina scheint eine Idee zu haben. Sprich mit Medeina.
QUEST_LV_0200_20150401_006048	Einige von Nuaeles Dämonen waren einst Hauberks Dämonen, die zuvor verstärkte Mähnen von Hauberk erhalten hatten. Besiege Nuaeles Dämonen im 2. Isolationsgebiet und hole Hauberks Mähnen zurück.
QUEST_LV_0200_20150401_006049	Hole Hauberks Mähnen zurück. Überreiche sie Medeina.
QUEST_LV_0200_20150401_006050	Medeina scheint sich über irgendetwas Sorgen zu machen. Sprich mit Kupole Medeina.
QUEST_LV_0200_20150401_006051	Nuaeles Pläne herausfinden
QUEST_LV_0200_20150401_006052	Wende Medeinas Doktrin-Kristall auf die Monster im 3. Isolationsgebiet an und finde Nuaeles Pläne heraus.
QUEST_LV_0200_20150401_006053	Du hast Nuaeles Pläne erfahren. Erzähle Medeina davon.
QUEST_LV_0200_20150401_006054	Du hast Nuaeles Pläne erfahren. Frage Medeina, was du als Nächstes tun sollst.
QUEST_LV_0200_20150401_006055	Nuaeles Dämonen besiegen
QUEST_LV_0200_20150401_006056	Kupole Medeina hat dir empfohlen, die stärksten und loyalsten Diener von Nuaele zu besiegen. Besiege Nuaeles Monster im 4. Isolationsgebiet.
QUEST_LV_0200_20150401_006057	Du hast Nuaeles Dämonen besiegt. Sprich mit Kupole Medeina.
QUEST_LV_0200_20150401_006058	Du bist bereit, Nuaele zu besiegen. Sprich mit Kupole Medeina.
QUEST_LV_0200_20150401_006059	Dämonenfürstin Nuaele besiegen
QUEST_LV_0200_20150401_006060	Suche Kupole Aldona auf und begib dich in Nuaeles Territorium, um sie zu besiegen.
QUEST_LV_0200_20150401_006061	Du hast Nuaele besiegt. Sprich mit Kupole Medeina.
QUEST_LV_0200_20150401_006062	Vakarine sagt, dass du den Abendsternschlüssel vervollständigen musst, um Dionys loszuwerden, der die Macht kontrolliert. Gehe zu Kupole Zydrone, um den Schlüssel zu vervollständigen.
QUEST_LV_0200_20150401_006063	Die kleinen Dimensionsrisse schließen
QUEST_LV_0200_20150401_006064	Kupole Zydrone bat dich, die kleinen Dimensionsrisse zu schließen, die das Laden des Abendsternschlüssels behindern.
QUEST_LV_0200_20150401_006065	Du hast alle Dimensionsrisse geschlossen. Erzähl Kupole Zydrone davon.
QUEST_LV_0200_20150401_006066	Du bist nun bereit, den Abendsternschlüssel aufzuladen. Sprich mit Kupole Zydrone.
QUEST_LV_0200_20150401_006067	Kupole Zydrone beschützen
QUEST_LV_0200_20150401_006068	Kupole Zydrone hat dich gebeten, sie zu beschützen, während sie den Abendsternschlüssel mit göttlicher Macht erfüllt.
QUEST_LV_0200_20150401_006069	Du hast Kupole Zydrone beschützt, bis der Abendsternschlüssel aufgeladen war. Sprich mit Zydrone.
QUEST_LV_0200_20150401_006070	Kupole Zydrone hat dich gebeten, den Abendsternschlüssel an Kupole Aldona zu übergeben, die Dionys festhält.
QUEST_LV_0200_20150401_006071	Die Siegel brechen
QUEST_LV_0200_20150401_006072	Benutze den Abendsternschlüssel, um die Siegel von Rearda, Kasa und Rada zu brechen und die Macht der Göttin zu entfesseln.
QUEST_LV_0200_20150401_006073	Du hast alle Siegel gebrochen und die Macht der Göttin entfesselt. Kehre zu Kupole Aldona zurück und sprich mit ihr.
QUEST_LV_0200_20150401_006074	Du bist nun bereit, Dionys seine Macht zu entziehen. Sprich mit Kupole Aldona.
QUEST_LV_0200_20150401_006075	Unterwirf Dionys für Kupole Aldona, um ihm die Macht zu entziehen.
QUEST_LV_0200_20150401_006076	Hauberk hat die Macht an sich genommen, die in Dionys versiegelt war, und ist davongerannt. Sprich mit Aldona.
QUEST_LV_0200_20150401_006077	Hauberk hat die Macht an sich genommen, die in Dionys versiegelt war, und ist davongerannt. Frag Aldona, was zu tun ist.
QUEST_LV_0200_20150401_006078	Sag Göttin Vakarine, dass Hauberk die Macht von Dionys übernommen hat, und frag, was du tun sollst.
QUEST_LV_0200_20150401_006079	Du musst Hauberk finden, der mit der Kette der Umkehrung davongelaufen ist. Gehe zu Kupole Daiva im 4. Distrikt des Dämonengefängnisses.
QUEST_LV_0200_20150401_006080	Dämonenfürst Hauberk überzeugen
QUEST_LV_0200_20150401_006081	Daiva meint, dass Hauberk wohl hinter der geschwächten Barriere der Göttin hinterher ist. Besiege Hauberk, der die Barriere der Göttin im Nebilau-Favela zerstört.
QUEST_LV_0200_20150401_006082	Du hast Hauberk aus den Augen verloren. Sprich mit Kupole Daiva.
QUEST_LV_0200_20150401_006083	Du hast Hauberk aus den Augen verloren. Sprich mit Kupole Daiva.
QUEST_LV_0200_20150401_006084	Kupole Daiva die Seelenfragmente übergeben
QUEST_LV_0200_20150401_006085	Du hast alles Seelenfragmente des Hauberk gesammelt. Sprich mit Kupole Daiva in der Idinga-Einzelhaft.
QUEST_LV_0200_20150401_006086	Kupole Daiva scheint herausgefunden zu haben, wo Hauberk sich verstecken könnte. Sprich mit Kupole Daiva in der Idinga-Einzelhaft.
QUEST_LV_0200_20150401_006087	Benutze die Spektralkugel des Nachtsterns in der Idinga-Einzelhaft, um Dämonen zu finden und zu besiegen, von denen Hauberk Besitz ergriffen hat.
QUEST_LV_0200_20150401_006088	Hauberk hat damit aufgehört, von Dämonen Besitz zu ergreifen, und ist als Seele geflohen. Sprich mit Kupole Daiva in der Idinga-Einzelhaft.
QUEST_LV_0200_20150401_006089	Daiva sagt, dass alles wie geplant läuft. Frage Daiva, was du als Nächstes tun sollst.
QUEST_LV_0200_20150401_006090	Kupole Sigita hat Hauberk in die Galutin-Einzelhaft getrieben. Sprich mit Sigita.
QUEST_LV_0200_20150401_006091	Dämonenfürst Hauberk unterwerfen
QUEST_LV_0200_20150401_006092	Bereite dich darauf vor, den Dimensionsriss zu schließen. Sprich mit Göttin Vakarine im 5. Distrikt des Dämonengefängnisses.
QUEST_LV_0200_20150401_006093	Das Ritual zum Schließen des Dimensionsrisses durchführen
QUEST_LV_0200_20150401_006094	Göttin Vakarine bei ihrem Ritual helfen, um den Dimensionsriss zu schließen
QUEST_LV_0200_20150401_006095	Die Macht von Göttin Vakarine allein kann den Riss nicht schließen. Sprich mit Göttin Vakarine.
QUEST_LV_0200_20150401_006096	Das Ritual zum Schließen des Dimensionsrisses scheint schlecht zu laufen. Sprich mit Göttin Vakarine.
QUEST_LV_0200_20150401_006097	Göttin Vakarine sagte dir, du sollst die Spuren der Transferenz sammeln, um die Abendsternrune zu füllen. Besiege die Dämonen in der Ausura-Kapelle und sammle die Spuren.
QUEST_LV_0200_20150401_006098	Du hast die benötigten Spuren der Transferenz gesammelt. Überreiche sie Göttin Vakarine.
QUEST_LV_0200_20150401_006099	Die Abendsternrune ist bereit. Sprich mit Göttin Vakarine.
QUEST_LV_0200_20150401_006100	Wende die Abendsternrune auf die Dämonen an.
QUEST_LV_0200_20150401_006101	Wende die Abendsternrune auf die Dämonen an, die sich im Lankine-Separationsdistrikt versammelt haben, und unterwirf sie. Die Dämonen werden selbst zu Göttin Vakarine gehen, wenn du das tust.
QUEST_LV_0200_20150401_006102	Die Abendsternrune hat viele Dämonen gehorsam gemacht. Sprich erneut mit Göttin Vakarine.
QUEST_LV_0200_20150401_006103	Es werden noch mehr Dämonenseelen benötigt. Sprich mit Göttin Vakarine.
QUEST_LV_0200_20150401_006104	Dämonen mit der Abendsternrune unterwerfen
QUEST_LV_0200_20150401_006105	Wende die Abendsternrune auf die Dämonen an, die sich im Ischisula-Favela versammelt haben, und unterwirf sie. Danach werden sich die Kupolen um die Dämonen kümmern.
QUEST_LV_0200_20150401_006106	Die Kupolen haben viele Dämonen eingefangen. Kehre zu Göttin Vakarine zurück.
QUEST_LV_0200_20150401_006107	Es sollte noch mehr Möglichkeiten geben, Dämonenseelen zu sammeln. Sprich mit Göttin Vakarine.
QUEST_LV_0200_20150401_006108	Göttin Vakarine bat dich, die Abendsternrune zu benutzen, um die Dämonen im Etmesta-Isolationsgebiet zu unterwerfen und das Zeichen des Siegels zu holen.
QUEST_LV_0200_20150401_006109	Das Zeichen Göttin Vakarine übergeben
